sample_reason,confidence,score,diagnostic_group,source_shape,token_overlap,char_overlap,shared_entity_count,relationship_type,thirumurai_no,paadal_id,link_id,source_text,target_text,diagnostic_note
shared_entity_bin=1,medium,0.271,medium_similarity,punctuated_phrase,0.0,0.0254,1,describes_entity,4,thirumurai_04_paadal_953,ppl_v4_base_6c286c73af01b05d,"கல் ஆர் முடியொடு தோள் இறச் செற்ற கழல் அடியான்,",இடியை ஒத்து ஒலிக்கும் காளை வடிவு எழுதப்பட்ட கொடியை உடைய சிவபெருமானுடைய சிவபுரக் கோயிலகத்தும் புக வல்லேன் அடியேன்.,Medium-confidence link; likely useful but should be sampled before scholarly use.
shared_entity_bin=1,low,0.161,low_lexical_overlap,ordinary_phrase,0.0,0.0733,1,describes_entity,1,thirumurai_01_paadal_1155,ppl_v4_base_98066eb226f7b0c4,நீர் உறு செஞ்சடையான் கழல் ஏத்தல் நீதியே.,கச்சணிந்த தனங்களை உடைய அழகிய உமையம்மை விளங்கும் திருமார்பின்கண் கார்காலத்தே மலரும் கொன்றை மலர் மாலையோடு சினம் பொருந்திய பாம்பை அணிகலனாகப் பூண்டு சிறப்புப் பொருந்திய அந்தணர்கள் வாழும் கொடிமாடச் செங்குன்றூரில் எழுந்தருளிய கங்கையணிந்த செஞ்சடையனாய் விளங்கும் சிவபிரானின் கழலணிந்த திருவடிகளை ஏத்துதல் நீதி,The paadal line and selected pozhppurai target share little surface vocabulary.
shared_entity_bin=1,low,0.1898,low_lexical_overlap,ordinary_phrase,0.0,0.0186,1,explains_phrase,2,thirumurai_02_paadal_1513,ppl_v4_base_5980b2a515cbb2ba,நீடல் மேவு நிமிர்புன்சடைமேல் ஒர் நிலாமு,நீண்டுயர்ந்த சடைமுடிமீது பிறைமதியைச் சூடியவராய் வேத விதிப்படி வளர்க்கப்பெற்றுச் சுழன்றெரியும் தீயில் ஆடு தலை விரும்பும் இறைவர் உறையும் அனேகதங்காவதம் என்னும் தலத்தைப் பாடுதலை விரும்பும் மனத்தினராய பக்தர்கள் வினைகளையும் அவற்றால் விளையும் பற்றுக்களையும் அறுப்பர்.,The paadal line and selected pozhppurai target share little surface vocabulary.
shared_entity_bin=2+,high,0.5203,strong_link,ordinary_phrase,0.0526,0.1269,2,explains_phrase,3,thirumurai_03_paadal_2860,ppl_v4_base_c12023df763649b1,கொன்றை பொன் சொரியும் கொள்ளம்பூதூர்,கொன்றை மரமானது பொன்னிறப் பூக்களை உதிர்க்கின்ற திருக்கொள்ளம்பூதூரில் எழுந்தருளியுள்ள நிமலனைத் தியானிக்க இந்த ஓடமானது ஆற்றைக் கடக்கத் தனக்குத் தானே தள்ளப்படுவதாக.,High-confidence link with strong lexical/entity/containment evidence.
shared_entity_bin=2+,high,0.5206,strong_link,ordinary_phrase,0.0833,0.2029,2,interprets_image,6,thirumurai_06_paadal_813,ppl_v4_base_a973969bb3b562b1,தேன் ஒத்து அடியார்க்கு இனியார் போலும்,"நன்மையும் தீமையும் ஆனவரும், அடியார்க்குத் தேன் போன்று தித்திப்பவரும் ஆவார்.",High-confidence link with strong lexical/entity/containment evidence.
shared_entity_bin=2+,medium,0.2734,medium_similarity,ordinary_phrase,0.0,0.1181,2,interprets_image,1,thirumurai_01_paadal_1156,ppl_v4_base_a64bea4c744ebf47,மின்திகழ் செஞ்சடையான் கழல் ஏத்தல் மெய்ப்பொருளே.,திருமகள் விளங்கும் திருமாலாகிய ஆமையினது ஓட்டினோடு முப்புரிநூல் திகழும் மார்பின்கண் நல்ல பன்றியின் கொம்புகளையும் அணிந்து மூங்கில் போன்ற தோளினளாகிய உமையம்மை ஒரு பாகமாக விளங்கக் குன்றுகள் போன்ற மாளிகைகள் சூழ்ந்த கொடிமாடச் செங்குன்றூரில் வானில் திகழும் மின்னல் போன்று விளங்கும் செஞ்சடையானின் கழலணிந்த திர,Medium-confidence link; likely useful but should be sampled before scholarly use.
shared_entity_bin=2+,medium,0.2748,medium_similarity,ordinary_phrase,0.0,0.1068,2,theological_explanation,1,thirumurai_01_paadal_1334,ppl_v4_base_614e043087ce620c,வான் அணை மதில் வலிவலம் உறை இறையே.,"வானத்தைச் சென்றடையுமாறு நெருக்கமாகக் கட்டப்பட்ட கொடிகளைக் கொண்ட மதில்களால் சூழப்பட்ட வலிவலத்தில் உறையும் இறைவன்,",Medium-confidence link; likely useful but should be sampled before scholarly use.
shared_entity_bin=2+,low,0.2047,low_lexical_overlap,punctuated_phrase,0.0,0.0276,2,describes_entity,6,thirumurai_06_paadal_210,ppl_v4_base_ffebe7ba9b03c8cb,"மதியம், மலர்க் கொன்றை, வன்னி, மத்தம்,",தான் சாகா வரம் பெற்றானாகச் செருக்கிய இராவணனை அவன் தோள்கள் இருபதும் நசுங்குமாறு திருவடி விரலை ஊன்றியவனாய்ப் உடைய மும்மதில்களையும் தீயிட்டுக் கொளுத்தி அழித்தவனாய்த் தன்னை அடைந்து வேண்டியவர் வேண்டியதை ஈவானாய்ச் 'சிவபெருமானே எம் இறைவன்' என்று அவனையே வழிபட்டுக் கொண்டிருக்கும் அடியவர்களுக்கு எல்லா நலன்களா,The paadal line and selected pozhppurai target share little surface vocabulary.
shared_entity_bin=2+,low,0.2167,ambiguous_multiple_targets,punctuated_phrase,0.0,0.0226,3,interprets_image,4,thirumurai_04_paadal_1068,ppl_v4_base_cd557d1299279efd,"வாரி வளாய வருபுனல் கங்கைசடை மறிவு ஆய்,",தேன் பெருக்கெடுத்தோடும் நறுமணம் கமழும் கொன்றைமலரைச் சூடிப் பாவமில்லாதவனாகிய இறைவன் உலகியல் செய்திகள் யாவும் கலந்து கிடக்கும் அடியேனுடைய உள்ளத்துப் புகுந்தான். அவன் திருமுடி அதன் மேல் வெள்ளமாய் வரும் நீரை உடைய கங்கை இவற்றால் தன் இயக்கம் தடைப்பட இளைய பிறை சடைப் புறமிருந்து திரும்பி ஏரி போன்ற நீர் நிறை,"The best target is close to the second-best target, so several pozhppurai spans may be plausible."
relationship_type=describes_entity,high,0.5203,strong_link,punctuated_phrase,0.2308,0.321,1,describes_entity,2,thirumurai_02_paadal_2750,ppl_v4_base_718a37ac05cd9c18,"வெங் கண் நாகம், விரிசடையில் வைத்த விகிர்தன்(ன்)","எருக்கு, கூவிளம், நாகம் ஆகியவற்றைத் தம் விரிசடையில் வைத்த விகிர்தனின் இடமாகும்.",High-confidence link with strong lexical/entity/containment evidence.
relationship_type=describes_entity,high,0.5204,strong_link,punctuated_phrase,0.1,0.0945,1,describes_entity,3,thirumurai_03_paadal_3893,ppl_v4_base_0fe1b39c6965f541,"எம் சிவனார்க்கு அடிமைப்படுவார்க்கு இனி இல்லை, ஏதமே.",நெற்றியில் நெருப்புக் கண்ணுடையவர். நஞ்சைக் கக்கும் நாகத்தை அரையில் கச்சாகக் கட்டியவர். நலம் பெருகச் செய்யும் திருநாரையூர் என்னும் திருத்தலத்தில் விரும்பி வீற்றிருந்தருளுகின்ற எம் சிவபெருமானுக்கு அடிமைத் தொண்டு செய்பவர்கட்கு இனி எந்நாளும் துன்பம் என்பதே இல்லை.,High-confidence link with strong lexical/entity/containment evidence.
relationship_type=describes_entity,medium,0.2702,medium_similarity,punctuated_phrase,0.0217,0.05,0,describes_entity,6,thirumurai_06_paadal_210,ppl_v4_base_157922a2f9b84756,"இராவணனை இருபது தோள் நெரிய ஊன்றி,",தான் சாகா வரம் பெற்றானாகச் செருக்கிய இராவணனை அவன் தோள்கள் இருபதும் நசுங்குமாறு திருவடி விரலை ஊன்றியவனாய்ப் உடைய மும்மதில்களையும் தீயிட்டுக் கொளுத்தி அழித்தவனாய்த் தன்னை அடைந்து வேண்டியவர் வேண்டியதை ஈவானாய்ச் 'சிவபெருமானே எம் இறைவன்' என்று அவனையே வழிபட்டுக் கொண்டிருக்கும் அடியவர்களுக்கு எல்லா நலன்களா,Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=describes_entity,medium,0.2703,medium_similarity,ordinary_phrase,0.0,0.0113,0,describes_entity,2,thirumurai_02_paadal_2772,ppl_v4_base_bc66ed16448c24d3,அழகு எய்தவே,"தென்நாட்டின் உறையூர் வஞ்சி ஆகிய சோழ, சேர மண்டலங்களுக்கும் உரியவனாய்ப் புகழ்மிக்க செங்கோலினனாய் விளங்கிய கோச்செங்கட்சோழ மன்னன் கட்டிய மூக்கீச்சரத்துக் கோயிலில் விளங்கும் அடிகள், அன்னம் போன்ற நடையினை உடைய உமையம்மையாரோடு அழகுற விளங்கி,",Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=describes_entity,low,0.12,order_only_weak_match,numeric_only,0.0,0.0,0,describes_entity,3,thirumurai_03_paadal_3233,ppl_v4_base_f374267fba7987a9,1,யாவற்றுக்கும் கருப்பொருளாக விளங்கும் திருக்கச்சியேகம்பத்தில் வீற்றிருந்தருளும் ஒப்பற்ற சிவபெருமானைப் போற்றி வணங்க வினைவந்து சாராது.,"The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
relationship_type=describes_entity,low,0.12,order_only_weak_match,numeric_only,0.0,0.0,0,describes_entity,3,thirumurai_03_paadal_2997,ppl_v4_base_96cb13a262d24359,11,அளவில்லாத ஆற்றலுடைய இறைவன் வீற்றிருந்தருளும் இடமாகிய திருவைகல் என்னும் திருத்தலத்திலுள்ள மாடக் கோயிலைச் சந்தன மரங்கள் கொண்ட சோலைகளையுடைய அழகிய திருச்சண்பை நகரில் அவதரித்த ஞானசம்பந்தன் அருளிய இத்தமிழ்ப் பதிகத்தைச் சிந்தையிலிருத்திப் போற்ற வல்லவர்கள் சிவலோகத்தில் இருப்பர்.,"The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
relationship_type=explains_line,high,0.5203,strong_link,punctuated_phrase,0.4,0.4545,0,explains_line,2,thirumurai_02_paadal_2374,ppl_v4_base_4a89d38ebaf5a1e9,"நண்டு உண, நாரை செந்நெல் நடுவே இருந்து; விரை","நண்டு உண்ணவும் நாரைகள் செந்நெல் நடுவே இருந்து இரைதேட,",High-confidence link with strong lexical/entity/containment evidence.
relationship_type=explains_line,high,0.5225,strong_link,punctuated_phrase,0.0909,0.3,1,explains_line,1,thirumurai_01_paadal_1134,ppl_v4_base_7f50bd86618ce700,"சோலையில் வண்டு இனங்கள் சுரும்போடு இசை முரல, சூழ்ந்த","சோலைகளில் வண்டுகளும், சுரும்புகளும் இசை முரலவும்,",High-confidence link with strong lexical/entity/containment evidence.
relationship_type=explains_line,medium,0.2722,medium_similarity,ordinary_phrase,0.0,0.1206,0,explains_line,5,thirumurai_05_paadal_1643,ppl_v4_base_63bb0197873c97f8,பண் உளார் பயிலும் திருக்கோளிலி,"விண்ணிலுள்ள தேவர்கள் தொழுது வணங்கும் விளக்கும், மண்ணுலகிலுள்ளவர் வினைகள் தீர்க்கும் மருந்தும் ஆகிய பண்ணுள்ளவர்கள் பயில்கின்ற திருக்கோளிலியில் எழுந்தரிளியுள்ள அண்ணலார் அடிகளையே தொழுது உய்வீர்களாக!",Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=explains_line,medium,0.274,medium_similarity,punctuated_phrase,0.2857,0.2683,0,explains_line,4,thirumurai_04_paadal_995,ppl_v4_base_695cf5f7ab0a2373,"சாம் அன்று உரைக்கத் தருதி கண்டாய், எங்கள் சங்கரனே!",எங்கள் சங்கரனே!,Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=explains_line,low,0.15,order_only_weak_match,single_token,0.0,0.0,0,explains_line,2,thirumurai_02_paadal_1953,ppl_v4_base_3b6cf1adeece99a2,அவியக்,"முற்காலத்தே தேவர்கள் கூடித்திருப்பாற் கடலைக் கடைந்த போது தோன்றிய நஞ்சினை உண்ட தலைவன் என்ற நன்றி உணர்வோடு தேவர்கள் தொழுது ஏத்தப், பகைவருடைய பழமையான முப்புரங்களையும் வெந்தழியுமாறு செய்தவனாகிய சிவபிரான் மேவி உறையும் கோவில் கைச்சினம்.","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
relationship_type=explains_line,low,0.1629,ambiguous_multiple_targets,punctuated_phrase,0.0,0.0171,0,explains_line,2,thirumurai_02_paadal_2502,ppl_v4_base_6b03a7a8bb0ee14f,"மத்து ஆக,","அமுதை விரும்பிய வானவர் வாசுகி என்னும் பெரிய பாம்பைக் கயிறாகக் கொண்டு மந்தரம் என்னும் மலையை மத்தாக நாட்டிப் பெரிய கடலைக் கலங்குமாறு கடைந்த போது அதனிடை,","The best target is close to the second-best target, so several pozhppurai spans may be plausible."
relationship_type=explains_phrase,high,0.5203,strong_link,ordinary_phrase,0.0526,0.1269,2,explains_phrase,3,thirumurai_03_paadal_2860,ppl_v4_base_c12023df763649b1,கொன்றை பொன் சொரியும் கொள்ளம்பூதூர்,கொன்றை மரமானது பொன்னிறப் பூக்களை உதிர்க்கின்ற திருக்கொள்ளம்பூதூரில் எழுந்தருளியுள்ள நிமலனைத் தியானிக்க இந்த ஓடமானது ஆற்றைக் கடக்கத் தனக்குத் தானே தள்ளப்படுவதாக.,High-confidence link with strong lexical/entity/containment evidence.
relationship_type=explains_phrase,high,0.5203,strong_link,ordinary_phrase,0.0385,0.1782,1,explains_phrase,5,thirumurai_05_paadal_1698,ppl_v4_base_0b9e3b3cf202b18f,கடுவாய்த்தென்கரைப்புத்தூர் அடிகட்கு ஆட்-,"பிச்சையிடுவார் இட்ட சோற்றுருண்டையினைப் பெற்றுத் தம் பெரிய கொடிய வாயில் இடும் சமணர்களது கட்டியுரைக்கும் பேச்சைக்கொள்ளாமல், கடுவாய்த்தென்கரைப் புத்தூரின் கண் எழுந்தருளியுள்ள அடிகட்கு ஆட்படப் பெற்று நான் பெரும் பாக்கியம் செய்தவன் ஆயினேன்.",High-confidence link with strong lexical/entity/containment evidence.
relationship_type=explains_phrase,medium,0.27,medium_similarity,punctuated_phrase,0.0526,0.1232,0,explains_phrase,5,thirumurai_05_paadal_1246,ppl_v4_base_805bf5845ae59588,"கூரிய(க்) குணத்தார் குறி நின்றவன்,","ஆரியமும், தமிழும், இசையும் ஆனவனும் மிக்க குணத்தார் குறியாக நின்றவனும் ஒருபாற் பார்வதிதேவியாரை உடையவனுமாகிய பெருமான் வீற்றிருக்கும் கடம்பந்துறை சென்றடைவீர்களாக.",Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=explains_phrase,medium,0.2701,medium_similarity,ordinary_phrase,0.0,0.0101,0,explains_phrase,1,thirumurai_01_paadal_123,ppl_v4_base_f792edeeef316bfd,கறை ஆர்,"கூரிய மூவிலை வடிவாய் அமைந்த குருதிக் கறைபடிந்த அழகிய நீண்ட வேலின் முனையில் குத்தி ஏந்திய சிவபெருமானது இடம் யாதெனில்,",Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=explains_phrase,low,0.12,order_only_weak_match,numeric_only,0.0,0.0,0,explains_phrase,3,thirumurai_03_paadal_2852,ppl_v4_base_65fd56159d8d55b4,8,யானையின் தோலை உரித்துப் போர்த்தித் திருப்பூந்தராய் என்னும் தலத்தில் விரும்பி எழுந்தருளியுள்ள எனது பிஞ்ஞகனாகிய சிவபெருமானே தனது திருவடி விரல் ஒன்றினால் அரக்கனது ஆற்றலை அழித்துப் பின்னர் அவனுக்கு அருள் செய்தான்.,"The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
relationship_type=explains_phrase,low,0.12,order_only_weak_match,numeric_only,0.0,0.0,0,explains_phrase,3,thirumurai_03_paadal_3237,ppl_v4_base_8acdd8b1139bcab4,5,சித்திர வேலைப்பாடுகளையுடைய அழகிய கச்சியை இடமாகக் கொண்டு திருவேகம்பத்தில் வீற்றிருந்தருளும் இறைவன் எங்கள் தலைவனே என்று போற்ற வினை வந்து சாராது.,"The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
relationship_type=glosses_word,high,0.5206,strong_link,punctuated_phrase,0.25,0.8824,0,glosses_word,6,thirumurai_06_paadal_701,ppl_v4_base_ac969b48b6a4de58,"தில்லைச் சிற்றம்பலமும், செம்பொன்பள்ளி,","தில்லைச்சிற்றம்பலம், செம்பொன்பள்ளி,",High-confidence link with strong lexical/entity/containment evidence.
relationship_type=glosses_word,high,0.5211,strong_link,punctuated_phrase,0.0,0.5263,1,glosses_word,2,thirumurai_02_paadal_2597,ppl_v4_base_dc5de350dbab5bde,"பசும்பொன்னை, விசும்பு ஆரும்","பசும் பொன்னை,",High-confidence link with strong lexical/entity/containment evidence.
relationship_type=glosses_word,medium,0.2706,medium_similarity,ordinary_phrase,0.0,0.0133,0,glosses_word,2,thirumurai_02_paadal_1903,ppl_v4_base_37609d82ee86faef,உரு ஆய்,"திருமால் பிரமர் காணாதவாறு எரிஉருவாய் நீண்டு அவர்க்கு அரியன் ஆனவனும், மேலான நிலையினனும்,",Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=glosses_word,medium,0.271,medium_similarity,ordinary_phrase,0.0312,0.0657,0,glosses_word,1,thirumurai_01_paadal_191,ppl_v4_base_adaed8da6218a5c3,சுற்றி ஒரு வேங்கை அதளோடும் பிறை சூடும்,"பிரமனது தலைகளில் ஒன்றைப் பறித்து அதனைக் கையினில் ஏந்திப் பலிகேட்கும் இயல்பினராய்த் திரிகின்ற தேவர் தலைவரும் புலித்தோலை இடையில் சுற்றியிருப்பதோடு முடியில் பிறைமதியைச் சூடியவரும், நெற்றியில் ஒரு கண்ணை உடையவரும் ஆகிய பெருமானார் திருநின்றியூரின்கண் நிலையாக எழுந்தருளியுள்ளார்.",Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=glosses_word,low,0.1218,low_lexical_overlap,ordinary_phrase,0.0,0.0104,0,glosses_word,5,thirumurai_05_paadal_1974,ppl_v4_base_acd1bfe9eb1355d7,கடுக்கக் கல்லவடம் இடுவார்கட்குக்,அஞ்சியும் அன்புசெய்தும் இறைவனிடத்து அன்புடையவராய் ஈகை செய்யும் அடியவரைத் துன்புறுத்தாது அகலுங்கள்.,The paadal line and selected pozhppurai target share little surface vocabulary.
relationship_type=glosses_word,low,0.1251,low_lexical_overlap,punctuated_phrase,0.0,0.03,0,glosses_word,5,thirumurai_05_paadal_1974,ppl_v4_base_d31fc5dbac3f9b53,"ழுநடுக்கத்துள்ளும், நகையுளும், நம்பற்குக்",அஞ்சியும் அன்புசெய்தும் இறைவனிடத்து அன்புடையவராய் ஈகை செய்யும் அடியவரைத் துன்புறுத்தாது அகலுங்கள்.,The paadal line and selected pozhppurai target share little surface vocabulary.
relationship_type=interprets_image,high,0.5204,strong_link,punctuated_phrase,0.0909,0.1695,1,interprets_image,3,thirumurai_03_paadal_3495,ppl_v4_base_213467ff6ac993bb,"பிறை நவின்ற செஞ்சடைகள் பின் தாழ,","பிறைச்சந்திரனைச் சூடிய சிவந்த சடைகள் பின் பக்கம் தொங்க,",High-confidence link with strong lexical/entity/containment evidence.
relationship_type=interprets_image,high,0.5205,strong_link,punctuated_phrase,0.125,0.1842,1,interprets_image,2,thirumurai_02_paadal_2344,ppl_v4_base_78e610cd02ae172c,"தூய விடை மேல் வருவார், துன்னார் உடைய",தூய விடைமீது வருபவர்.,High-confidence link with strong lexical/entity/containment evidence.
relationship_type=interprets_image,medium,0.2702,medium_similarity,ordinary_phrase,0.125,0.1138,0,interprets_image,5,thirumurai_05_paadal_1432,ppl_v4_base_cba537f298fc8f32,கலவர் ஆவதன் காரணம் என்கொலோ-,"பொட்டணிந்தவரும், நீண்ட சடாமுடி உடையவருமாகிய செம்பொன்பள்ளி இறைவர் கங்கையைச் சூடியவராய், பாம்பும் குளிர்பிறையும் கலந்தவராய் ஆவதன் காரணம் என்னையோ?.",Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=interprets_image,medium,0.2703,medium_similarity,punctuated_phrase,0.0345,0.0566,0,interprets_image,1,thirumurai_01_paadal_1199,ppl_v4_base_79bc279796886dad,"மை அணி மிடறு உடை மறையவன் ஊர்,","கொய்யப் பெற்ற அழகிய மணம் கமழும் கொன்றை மலர்மாலை அணிந்தவனாய் விடம் பொருந்திய கண்டத்தை உடையவனாய், படம் பொருந்திய பாம்பையும், மான் மழு வாள் ஆகியவற்றையும் கையின்கண் அணிந்தவனாய் விளங்கும் மறை முதல்வனது ஊர் கடைமுடியாகும்.",Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=interprets_image,low,0.12,order_only_weak_match,numeric_only,0.0,0.0,0,interprets_image,3,thirumurai_03_paadal_3234,ppl_v4_base_6519b5a81f4d5af8,2,மதி தவழும் மாடங்களையுடைய கச்சியில் கம்பை நதியின் கரையில் விளங்குகின்ற திருவேகம்பத்தைச் சிவாகம விதிப்படி அன்பர்கள் போற்றி வணங்கச் சிவகணங்களுக்குத் தலைமையாய் விளங்குவார்கள்.,"The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
relationship_type=interprets_image,low,0.12,order_only_weak_match,numeric_only,0.0,0.0,0,interprets_image,3,thirumurai_03_paadal_3315,ppl_v4_base_cf019a7a66ea4283,7,மின்னலைப் போன்று ஒளிரும் நுண்ணிய இடையுடைய உமாதேவியைத் தன் திருமேனியில் ஒரு பாகமாகக் கொண்டு சிவபெருமான் வீற்றிருந்தருளுகின்ற மாமழபாடியை இசைப்பாடலால் போற்றி வழிபாடு செய்யும் அன்பர்களின் வினையாவும் நீங்கும்.,"The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
relationship_type=theological_explanation,high,0.5202,strong_link,punctuated_phrase,0.0769,0.2,1,theological_explanation,4,thirumurai_04_paadal_640,ppl_v4_base_92b33f9795953b54,சேடு எறி சடையர் போலும்; தீவினை தீர்க்க வல்ல,"பெருமையை வெளிப்படுத்தும் சடையில் அடக்கியவராய், தீவினையைத் தீர்க்க வல்லவராய்,",High-confidence link with strong lexical/entity/containment evidence.
relationship_type=theological_explanation,high,0.5203,strong_link,punctuated_phrase,0.125,0.1833,1,theological_explanation,5,thirumurai_05_paadal_1240,ppl_v4_base_e8aff44923b75ced,"படையனை, மழுவாளொடு; பாய்தரும்","உணர்வார் வினைதீர்த்திடும் மழுவாளொடு பிறவும் படை உடையவனை,",High-confidence link with strong lexical/entity/containment evidence.
relationship_type=theological_explanation,medium,0.2706,medium_similarity,punctuated_phrase,0.0435,0.0449,0,theological_explanation,5,thirumurai_05_paadal_1637,ppl_v4_base_7bd2b36b084779a2,"மேவினானை, தொழ வினை வீடுமே.",'செல்க' என்று பாற்கடலைக் கூவி அருளியவனும் குளிர் பொழில்களையுடைய கோளிலியில் விரும்பி உறைபவனுமாகிய பெருமானைத் தொழ நம் வினைகள் வீடும். 'பெருமானது அளவில் ஆற்றலும் பேரருளுடைமையும் ' குறித்தபடி.,Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=theological_explanation,medium,0.2708,medium_similarity,punctuated_phrase,0.0227,0.0775,0,theological_explanation,1,thirumurai_01_paadal_31,ppl_v4_base_f2555cdd8730bf9c,"எரி அது ஆகி உற ஓங்கியவன், வலிதாயம் தொழுது ஏத்த,","தேவர்களோடு மாறுபட்ட திரிபுர அசுரர்களின் கோட்டைகள் மூன்றையும், மிகப் பெரிய மேருமலையை வில்லாகக் கொண்டு எரியும்படி அழித்த ஒருவனும், திருமால் பிரமன் ஆகிய இருவராலும் அறிய ஒண்ணாத அழல் வடிவாய் உயர்ந்தோங்கியவனும் ஆகிய சிவபிரானது திருவலிதாயத்தைத் தொழுது ஏத்தலைத் தமக்குரிய கடமையாகக் கொண்ட உலக மக்கள் பலரும் பெ",Medium-confidence link; likely useful but should be sampled before scholarly use.
relationship_type=theological_explanation,low,0.12,order_only_weak_match,numeric_only,0.0,0.0,0,theological_explanation,3,thirumurai_03_paadal_2901,ppl_v4_base_dada6d55d5a01bd4,2,சீதாப்பிராட்டியைக் கவர்ந்த தென்னிலங்கை மன்னனான தசமாமுகனின் பூச்சூடிய முடியையுடைய தலைகளை அறுத்துக் கொன்ற பழி நீங்குமாறு அம்பினைச் செலுத்தும் வில்லையுடைய அண்ணலாகிய இராமபிரான் வழிபட்ட இராமேச்சுரத்தை இடைவிடாது சிந்திப்பவர்களின் வினை அழியும்.,"The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
relationship_type=theological_explanation,low,0.12,order_only_weak_match,numeric_only,0.0,0.0,0,theological_explanation,3,thirumurai_03_paadal_2966,ppl_v4_base_1207a408038134d3,2,நலம் தரும் இறைவனின் திருவடிகளை மலர்கொண்டு போற்றி வழிபட்ட மார்க்கண்டேயனின் வாழ்நாள் இறுதியை அறிந்து யாவராலும் தவிர்க்க முடியாதவனாகி மார்க்கண்டேயனை நெருங்கி வந்தடைந்த கூற்றுவனைக் காலால் உதைத்த இறைவர் திருக்கொள்ளிக்காடு என்னும் திருத்தலத்தில் வீற்றிருந்தருளுகின்றார்.,"The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
relationship_type=unlinked,no_link,0.0,missing_or_unlinked,numeric_only,0.0,0.0,0,unlinked,3,thirumurai_03_paadal_3056,ppl_v4_base_4bd790511eed5da8,5,,"The normalized commentary row has empty pozhppurai text, so no target span can be linked."
relationship_type=unlinked,no_link,0.0,missing_or_unlinked,numeric_only,0.0,0.0,0,unlinked,3,thirumurai_03_paadal_3548,ppl_v4_base_2da1aa52e174751d,1,,"The normalized commentary row has empty pozhppurai text, so no target span can be linked."
