link_id,hardening_category,current_confidence,current_score,relationship_type,thirumurai_no,paadal_id,source_text,target_text,surface_overlap_estimate,shared_entity_types_before,synonym_score_before,recommended_algorithm_action,features_to_compute,proposed_confidence_policy,manual_review_needed_after_hardening,diagnostic_note
ppl_v4_base_6e5ea172408a6faa,low_surface_vocab_gap,low,0.2641,explains_phrase,1,thirumurai_01_paadal_1026,கருதார் புரம் எய்வர்; எருதே இனிது ஊர்வர்,"தம்மைக் கருதாதவராகிய அசுரர்களின் முப்புரங்களை எய்து அழித்தவரும், எருதை வாகனமாகக் கொண்டு இனிதாக ஊர்பவரும் ஆகிய இறைவர்க்குத் திருவிடை மருதூரே விரும்பி உறையும் இடமாகும். அவரைத் தொழுதால் புகழ் சேரும்",0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_96ffb30947162071,low_surface_vocab_gap,low,0.1278,theological_explanation,1,thirumurai_01_paadal_1029,சிந்தை செய்பவர் புந்தி நல்லரே,கட்டுத்தறியில் கட்டத்தக்க விடையை ஊர்ந்து வரும் எந்தையாராகிய மருதவாணரை மனத்தால் தியானிப்பவர்கள் அறிவால் மேம்பட்டவராவர்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_8dbd36d66559535c,low_surface_vocab_gap,low,0.1459,describes_entity,1,thirumurai_01_paadal_1031,"நிறையால் நினைபவர் குறையார், இன்பமே",பிறை பொருந்திய சடைமுடியினை உடைய தலைமையாளரான வேதங்களை அருளிய மருதவாணரை நிறைந்த மனத்தால் நினைப்பவர் இன்பம் குறையப் பெறார்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_2d9fd3853262abb9,low_surface_vocab_gap,low,0.2359,explains_phrase,1,thirumurai_01_paadal_104,வெளிறூபட விளையாடிய,இராவணனை மலையின்கீழ் அகப்படுத்தி இரத்த வெள்ளத்தில் அடர்த்தவனும் ஆகிய சிவபெருமானது இடம் திருவண்ணாமலை,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_1288a337ca118183,low_surface_vocab_gap,low,0.2512,describes_entity,1,thirumurai_01_paadal_104,அளறூபட அடர்த்தான்,உமையம்மை அஞ்சுமாறு பிளிறும் குரலை உடைய மதம் பொருந்திய யானையின் தலையைப் பிடித்து அதன் தோலை உரித்து எளிதாக விளையாடிய விகிர்தனும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_a5f74a6d13d39b04,low_surface_vocab_gap,low,0.1224,explains_phrase,1,thirumurai_01_paadal_1044,"பரவுவார், விண்ணுக்கு ஒருவர் ஆவரே",திருமால் பிரமர்களால் அடிமுடி தேடப்பட்ட அரவை அணிகலனாகப் பூண்ட அன்னியூர் இறைவனைப் பரவித் துதிப்பவர் தேவருலகில் இந்திரராவர்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_a483d7e4b702635b,low_surface_vocab_gap,low,0.1359,theological_explanation,1,thirumurai_01_paadal_1045,குண்டர் தேரருக்கு அண்டன் அன்னியூர்த்,சமணர்களாலும் புத்தர்களாலும் அணுக முடியாதவனாகிய அன்னியூர் இறைவனுக்குத் தொண்டு செய்பவர்களின் வினைகள் விண்டு போகும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_cb67f29a594833c4,low_surface_vocab_gap,low,0.2043,explains_phrase,1,thirumurai_01_paadal_1048,மாது ஒருபாலும் மால் ஒருபாலும் மகிழ்கின்ற,குருக்கத்தியில் மேவிய வண்டுகள் இசைபாடவும் மயில்கள் ஆடவும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_c6fe9cb3c7124418,low_surface_vocab_gap,low,0.2571,theological_explanation,1,thirumurai_01_paadal_1048,நாதன்” என்று ஏத்தும் நம்பான் வைகும் நகர்போலும்,குருக்கத்தியில் மேவிய வண்டுகள் இசைபாடவும் மயில்கள் ஆடவும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_e700370fd2d3a741,low_surface_vocab_gap,low,0.3165,interprets_image,1,thirumurai_01_paadal_1049,"புற்று ஆடு அரவின் படம் ஆடவும், இப் புவனிக்கு ஓர்",பிறையும் பொருந்திய சடையின்மேல் புற்றை இடமாகக் கொண்ட பாம்பு படத்துடன் ஆட,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_9dfa093bf84be36a,low_surface_vocab_gap,low,0.2513,explains_phrase,1,thirumurai_01_paadal_105,"கனி பட நூறிய கடல்வண்ணனும், வேதக்",நீரில் கிளர்ந்து தோன்றிய தாமரை மலர்மேல் உறையும்குற்றம் அற்ற புகழாளனாகிய வேதாவும் அடிமுடிகளை அளவிட்டுக் காண இயலாதவாறு அழல் வடிவாய் நின்ற தலைவனும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_fa87466ac95e3c36,low_surface_vocab_gap,low,0.1717,describes_entity,1,thirumurai_01_paadal_105,அண்ணாமலை அண்ணல்,விள மரத்தின் கனியை உகுப்பது போல அம்மரவடிவாய் நின்ற அரக்கனை அழித்த கருங்கடல் வண்ணனாகிய திருமாலும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_b1a5430c012cace8,low_surface_vocab_gap,low,0.2613,explains_phrase,1,thirumurai_01_paadal_1053,"கொண்டு எழு கோல முகில் போல், பெரிய கரிதன்னைப்",எண்திசையில் உள்ளாரும் அஞ்சிடுமாறு கரிய மலைபோலவும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_ba9d202f2935a175,low_surface_vocab_gap,low,0.215,interprets_image,1,thirumurai_01_paadal_1054,பரக்கும் தொல் சீர்த் தேவர்கள் சேனைப்பௌவத்தைத்,எங்கும் பரவிய பழமையான புகழை உடைய தேவர்களின் கடல் போன்ற படையை,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_694f5e1b80489044,low_weak_similarity,low,0.2406,interprets_image,1,thirumurai_01_paadal_100,முதிரும் சடை,உடலிலிருந்து பிரிக்கப்பட்ட மயிர் நீங்கிய பிரமனது வெண்மையான தலையோட்டை உண்கலனாக் கொண்டு உலகெலாம் திரிந்து ஏற்கும் பலியை உணவாகக் கொள்ளுதற்கு எருது ஏறி வருவதோடு முதிர்ந்த சடைமுடியின் மீது வெண்பிறையைச் சூடித் திருவடிகளில் அதிரும் வீரக் கழல்களோடு விளங்கும் சிவபிரானுக்குரிய இடம் திருவண்ணாமலையாகும்,0.0000,BODY_PART,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_3ed0b51cd72ce04e,low_weak_similarity,low,0.2417,explains_phrase,1,thirumurai_01_paadal_1006,ஈசன் முதுகுன்றை நேசம் ஆகி நீர்,திருமுதுகுன்றத்து ஈசனை நீர் அன்போடு மணம் பொருந்திய மலர்களால் அருச்சித்துவரின் உம் பாசங்களும் அவற்றால் விளைந்த வினைகளும் நீங்கும்,0.0556,NATURE,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_fe8974663ac10d1e,low_weak_similarity,low,0.2697,describes_entity,1,thirumurai_01_paadal_1061,சிறை மல்கு வண்டும் தும்பியும் பாடும் சிராப்பள்ளி,பலவாகிய வழிகளைக் கொண்டுள்ள மலையடிவாரத்தில் விளங்கும் சுனைகளில் நெருங்கிப் பூத்த நீல மலர்களில் தங்கிச் சிறகுகளை உடைய வண்டுகளும் தும்பியும் இசைபாடும் சிராப்பள்ளியில் எங்கள் பெருமானாகிய சிவபிரான் கறை பொருந்திய கண்டத்தை உடையவனாய்க் கனலும் எரியைக் கையில் ஏந்தி ஆடும் எம் கடவுளாய்ப் பிறை பொருந்திய சென்னியை உடையவனாய் விளங்கியருள்கின்றான்,0.0250,NATURE,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_b46ccf4817d1278a,low_weak_similarity,low,0.1692,explains_phrase,1,thirumurai_01_paadal_1082,ஓர் உடம்புள்ளே உமை ஒருபாகம் உடன் ஆகி,கங்கை சூடிய நிமிர்ந்த சடைமுடிமேல் வரிசையாகத் தொடுத்த கொன்றை மாலையைச் சிறப்புற அணிந்துள்ள எம் இறைவன் மிக உயர்ந்துள்ள தனது திருமேனியின் ஒரு பாகமாகக்கொண்டுள்ள உமையம்மையோடும் உடனாய்ப் பூதகணங்கள் பாட இனிதாக உறையும் கோயில் திருப்பரங்குன்றம்,0.0000,DEITY,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_54d18cf23e872770,low_weak_similarity,low,0.2529,explains_phrase,1,thirumurai_01_paadal_1082,"பாரிடம் பாட, இனிது உறை கோயில் பரங்குன்றே",கங்கை சூடிய நிமிர்ந்த சடைமுடிமேல் வரிசையாகத் தொடுத்த கொன்றை மாலையைச் சிறப்புற அணிந்துள்ள எம் இறைவன் மிக உயர்ந்துள்ள தனது திருமேனியின் ஒரு பாகமாகக்கொண்டுள்ள உமையம்மையோடும் உடனாய்ப் பூதகணங்கள் பாட இனிதாக உறையும் கோயில் திருப்பரங்குன்றம்,0.0667,"TEMPLE,TEMPLE_ARCHITECTURE",0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_66c54ad128ba4e63,low_weak_similarity,low,0.2686,describes_entity,1,thirumurai_01_paadal_1090,தட மலி பொய்கைச் சண்பை மன் ஞானசம்பந்தன்,பரப்புமிக்க பொய்கையை உடைய சண்பை என்னும் சீகாழிப் பதியின் மன்னனாகிய ஞானசம்பந்தன் படத்தோடு கூடிய பாம்பை இடையில் கட்டிய பரங்குன்றிறைவர் மீது பாடிய தொடை நயம் மிக்க பாடல்கள் பத்தையும் ஓதி வழிபட வல்லவர் தம் துன்பம் நீங்கி விடமுண்ட கண்டனாகிய சிவபிரானின் அருள்பெறும் தகுதியில் மேம்பட்டவராவர்,0.0526,SAINT,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_fc637315ce4ed0cb,low_weak_similarity,low,0.2289,describes_entity,1,thirumurai_01_paadal_1090,விடம் மலி கண்டன் அருள் பெறும் தன்மை மிக்கோரே,பரப்புமிக்க பொய்கையை உடைய சண்பை என்னும் சீகாழிப் பதியின் மன்னனாகிய ஞானசம்பந்தன் படத்தோடு கூடிய பாம்பை இடையில் கட்டிய பரங்குன்றிறைவர் மீது பாடிய தொடை நயம் மிக்க பாடல்கள் பத்தையும் ஓதி வழிபட வல்லவர் தம் துன்பம் நீங்கி விடமுண்ட கண்டனாகிய சிவபிரானின் அருள்பெறும் தகுதியில் மேம்பட்டவராவர்,0.0000,THEOLOGICAL_CONCEPT,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_845a5a9d286e88b9,low_weak_similarity,low,0.2384,interprets_image,1,thirumurai_01_paadal_1099,செங்கமலப் போதில்-திகழ் செல்வன் திருமாலும்,செந்தாமரைப் போதில் வீற்றிருக்கும் பிரமனும் திருமாலும் அழகிய தங்கள் கமலம் போன்ற கண்களால் நோக்கிக் காணுதற்கரிய அழலுருவாய் நின்ற பெருமான் தன் கருணை நிறைந்த கமலக் கண்களோடு வீற்றிருக்கும் தலமாகிய கண்ணார் கோயிலை அடைந்து அங்குத் தம் உள்ளத்தில் மலம் நீங்கப் பெற்றவராய் ஏத்திடுவோர் வானுலகில் இனிது உறைபவராவர்,0.0541,DEITY,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_2d468e2d91c87290,low_weak_similarity,low,0.2769,explains_phrase,1,thirumurai_01_paadal_1129,வில் இயல் நுண் இடையாள் உமையாள் விருப்பன் அவன் நண்ணும்,ஒளி பொருந்திய நுண்ணிய இடையினை உடைய உமையவளிடம் பெருவிருப்பினனாகிய சிவபிரான் எழுந்தருளிய மேம்பட்ட இடம் என்று கருதாது கயிலை மலையைப் பெயர்த்தெடுத்த வலிய அரக்கனாகிய இராவணனின் பற்களும் தோள்களும் நெரியுமாறு கால்விரலை ஊன்றி அடர்த்த அளவில் அவன் தன்னைப்புகழ்ந்து பாடக் கேட்டுக் கையில் ஏந்திப் போர் செய்யும் வாளை விரைந்து அருள்புரிந்தவனாகிய சிவபிரான் உறையுமிடம் திருப்புகலியாகும்,0.0217,"DEITY,SACRED_OBJECT,WEAPON",0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_06cab2e967876d2d,low_weak_similarity,low,0.2107,explains_phrase,1,thirumurai_01_paadal_1129,ஒல்லை அருள் புரிந்தான் உறையும் புகலி அதே,ஒளி பொருந்திய நுண்ணிய இடையினை உடைய உமையவளிடம் பெருவிருப்பினனாகிய சிவபிரான் எழுந்தருளிய மேம்பட்ட இடம் என்று கருதாது கயிலை மலையைப் பெயர்த்தெடுத்த வலிய அரக்கனாகிய இராவணனின் பற்களும் தோள்களும் நெரியுமாறு கால்விரலை ஊன்றி அடர்த்த அளவில் அவன் தன்னைப்புகழ்ந்து பாடக் கேட்டுக் கையில் ஏந்திப் போர் செய்யும் வாளை விரைந்து அருள்புரிந்தவனாகிய சிவபிரான் உறையுமிடம் திருப்புகலியாகும்,0.0000,THEOLOGICAL_CONCEPT,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_6c9d3b5e2365596a,low_weak_similarity,low,0.252,describes_entity,1,thirumurai_01_paadal_1151,ஓடுபுனல் சடைமேல் கரந்தான் திரு ஊறல்,பெருகிவரும் கங்கையைச் சடைமிசைக் கரந்தவனுமாகிய சிவபிரானது திருவூறலைப் பற்றி நாடற்கரிய புகழால் மிக்க ஞானசம்பந்தன் பாடிய இப்பதிகப் பாடல்கள் பத்தையும் வல்லவர் பரலோகத்திருப்பர்,0.0000,BODY_PART,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_8d95e6dba50a8c69,low_weak_similarity,low,0.2465,describes_entity,1,thirumurai_01_paadal_1155,கார் உறு கொன்றையொடும் கதநாகம் பூண்டு அருளி,கச்சணிந்த தனங்களை உடைய அழகிய உமையம்மை விளங்கும் திருமார்பின்கண் கார்காலத்தே மலரும் கொன்றை மலர் மாலையோடு சினம் பொருந்திய பாம்பை அணிகலனாகப் பூண்டு சிறப்புப் பொருந்திய அந்தணர்கள் வாழும் கொடிமாடச் செங்குன்றூரில் எழுந்தருளிய கங்கையணிந்த செஞ்சடையனாய் விளங்கும் சிவபிரானின் கழலணிந்த திருவடிகளை ஏத்துதல் நீதியாகும்,0.0286,"NATURE,SACRED_OBJECT,SACRED_TREE",0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_cb144073daf5bae3,low_weak_similarity,low,0.2071,explains_phrase,1,thirumurai_01_paadal_1159,தொத்து அலர் செஞ்சடைமேல்-துதைய உடன் சூடி,செஞ்சடைமீது நல்ல ஊமத்த மலரையும் இளமதியையும் கொத்தாக அலரும் கொன்றை மலருடன் ஒருசேரநெருங்கச் சூடிப் பூங்கொத்துக்கள் அலரும் தண்ணிய பொழில் சூழ்ந்த கொடிமாடச் செங்குன்றூரில் எழுந்தருளிய தத்துவனைத் தொழுவார் தடுமாற்றங்கள் இலராவர்,0.0000,"BODY_PART,ICONOGRAPHIC_FEATURE",0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_b3f0f20682860cf4,low_weak_similarity,low,0.2587,explains_phrase,1,thirumurai_01_paadal_1159,தத்துவனைத் தொழுவார் தடுமாற்று அறுப்பாரே,செஞ்சடைமீது நல்ல ஊமத்த மலரையும் இளமதியையும் கொத்தாக அலரும் கொன்றை மலருடன் ஒருசேரநெருங்கச் சூடிப் பூங்கொத்துக்கள் அலரும் தண்ணிய பொழில் சூழ்ந்த கொடிமாடச் செங்குன்றூரில் எழுந்தருளிய தத்துவனைத் தொழுவார் தடுமாற்றங்கள் இலராவர்,0.0833,THEOLOGICAL_CONCEPT,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_24bcd43eccb77db3,low_weak_similarity,low,0.2264,explains_phrase,1,thirumurai_01_paadal_118,ஊழின் மலி வினை போயிட,வீழிமிழலையுள் எழுந்தருளிய விகிர்தனாகிய இறைவனைப்பற்றி மணம் பொருந்திய சீகாழிப் பதியில் தோன்றிய கலைவல்ல ஞானசம்பந்தன் பாடியருளிய பாடல்கள் பத்தினையும் யாழிசையில் பாட வல்லார்களும் சொல்லக் கேட்டார்களும் ஆகிய அனைவரும் ஊழாக அமைந்த வினைகள் நீங்கச் சிவப்பேறு எய்துவர்,0.0000,THEOLOGICAL_CONCEPT,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_6c8718022a279151,low_weak_similarity,low,0.2473,describes_entity,1,thirumurai_01_paadal_1184,"அருமறை ஞானசம்பந்தன், அம் தண்",அரிய மறைகளை ஓதாது உணர்ந்த ஞானசம்பந்தன் அழகிய தண்ணளியை உடைய சிரபுர நகரில் எழுந்தருளிய சிவபெருமான் திருவடிகளைப் பரவிப் போற்றிய இப்பதிகச் செந்தமிழ் பத்தையும் ஓத வல்லவர் செல்வத்துடன் புகழ் நிறைந்து ஒளியுடன் திகழ்வர்,0.0357,SAINT,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_7b1364dcc09657d8,low_weak_similarity,low,0.1762,explains_phrase,1,thirumurai_01_paadal_1191,பனி மலர்க் கொன்றை அம் படர் சடையன்,நாள்தோறும் ஒரு கலையாக நன்றாக வளர்தற்குரிய பிறை மதியோடு பாம்பையும் உடனாக வைத்துள்ளவனும் குளிர்ந்த கொன்றை மலர்மாலை சூடிய விரிந்த சடைமுடியை உடையவனும் ஆகிய சிவபிரான் முனிவர்களும் தேவர்களும் முறையாக வணங்க இனிதாக உறையும் வளநகர் இடைமருதாகும்,0.0312,SACRED_TREE,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_0dbf7ee49e4332b2,low_weak_similarity,low,0.1821,describes_entity,1,thirumurai_01_paadal_1206,பொன் திகழ் காவிரிப் பொரு புனல் சீர்,பொன்துகள் திகழும் காவிரியாற்றின் அலைகளின் நீர் முறையாகச் சென்று அடையும் கடைமுடியில் விளங்கும் சிவபிரான் திருவடிப் பெருமைகளை நன்குணர்ந்த ஞானசம்பந்தன் சொன்ன இனிய தமிழாகிய இத்திருப்பதிகப் பாடல்களை ஓதி வழிபட இன்பம் ஆகும்,0.0000,SACRED_RIVER,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_9d8df725cc48d72e,low_weak_similarity,low,0.2304,describes_entity,1,thirumurai_01_paadal_1206,சென்று அடை கடைமுடிச் சிவன் அடியை,பொன்துகள் திகழும் காவிரியாற்றின் அலைகளின் நீர் முறையாகச் சென்று அடையும் கடைமுடியில் விளங்கும் சிவபிரான் திருவடிப் பெருமைகளை நன்குணர்ந்த ஞானசம்பந்தன் சொன்ன இனிய தமிழாகிய இத்திருப்பதிகப் பாடல்களை ஓதி வழிபட இன்பம் ஆகும்,0.0357,DEITY,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_b22ffe21bd3ac8c3,low_weak_similarity,low,0.2613,describes_entity,1,thirumurai_01_paadal_1206,நன்று உணர் ஞானசம்பந்தன் சொன்ன,பொன்துகள் திகழும் காவிரியாற்றின் அலைகளின் நீர் முறையாகச் சென்று அடையும் கடைமுடியில் விளங்கும் சிவபிரான் திருவடிப் பெருமைகளை நன்குணர்ந்த ஞானசம்பந்தன் சொன்ன இனிய தமிழாகிய இத்திருப்பதிகப் பாடல்களை ஓதி வழிபட இன்பம் ஆகும்,0.0769,SAINT,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_b8a71dbb491ea10c,low_weak_similarity,low,0.2422,describes_entity,1,thirumurai_01_paadal_1237,அந்தம் இல் ஞானசம்பந்தன் நல்ல,ஞானசம்பந்தன் செவ்விய இசையால் பாடிப் போற்றிய மாற்பேற்றைத் தரிசித்துச் சந்த இசையோடு கூடிய அழிவற்ற இனிய இத்திருப்பதிகப் பாடல்களைக் கொண்டு ஏத்தி வழிபட வல்லவர் எந்தையாகிய சிவபிரானின் கழலணிந்த திருவடிகளை எய்துவர்,0.0385,SAINT,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
ppl_v4_base_59dac5d8cfcf22da,low_weak_similarity,low,0.2166,theological_explanation,1,thirumurai_01_paadal_1322,பரவுவர் அருவினை ஒருவுதல் பெரிதே,போரில் முறையற்ற செயல்களைச் செய்யும் இராவணன் தன்னிடமும் அவ்வாறு திறலோடும் செய்தலைக் கண்டு அரிய கயிலைமலையின்கீழ் அகப்படுத்தி அவனுடைய பத்துத் தலைகளும் நெரியுமாறு சினம் கருணை ஆகிய இருவகைக் குறிப்போடு கால் விரலை ஊன்றியவராகிய சிவபிரானது இடைமருதைப் பரவுவார் அருவினைகள் பெரிதும் நீங்கும்,0.0000,THEOLOGICAL_CONCEPT,0.0,try_full_hardening_stack_or_keep_review,all_features; require at least one strong non-order signal,low_or_manual_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The link has only weak combined similarity evidence.
